day;HH:MM:SS;gru
10;09:40:30;12.889
10;09:41:00;12.989
10;09:41:30;13.022
10;09:42:00;12.903
10;09:42:30;12.647
10;09:43:00;12.310
10;09:43:30;12.015
10;09:44:00;11.661
10;09:44:30;11.202
10;09:45:00;10.678
10;09:45:30;10.187
10;09:46:00;9.873
10;09:46:30;9.667
10;09:47:00;9.541
10;09:47:30;9.405
10;09:48:00;9.292
10;09:48:30;9.218
10;09:49:00;9.181
10;09:49:30;9.176
10;09:50:00;9.180
10;09:50:30;9.182
10;09:51:00;9.136
10;09:51:30;9.026
10;09:52:00;8.868
10;09:52:30;8.806
10;09:53:00;8.875
10;09:53:30;8.994
10;09:54:00;9.046
10;09:54:30;9.042
10;09:55:00;9.067
10;09:55:30;9.101
10;09:56:00;9.094
10;09:56:30;9.023
10;09:57:00;8.926
10;09:57:30;8.867
10;09:58:00;8.822
10;09:58:30;8.720
10;09:59:00;8.563
10;09:59:30;8.354
10;10:00:00;8.144
10;10:00:30;7.968
10;10:01:00;7.879
10;10:01:30;7.898
10;10:02:00;7.970
10;10:02:30;8.040
10;10:03:00;8.071
10;10:03:30;8.001
10;10:04:00;7.864
10;10:04:30;7.724
10;10:05:00;7.621
10;10:05:30;7.588
10;10:06:00;7.616
10;10:06:30;7.732
10;10:07:00;7.860
10;10:07:30;7.970
10;10:08:00;8.035
10;10:08:30;8.114
10;10:09:00;8.308
10;10:09:30;8.565
10;10:10:00;8.825
10;10:10:30;9.027
10;10:11:00;9.139
10;10:11:30;9.155
10;10:12:00;9.026
10;10:12:30;8.791
10;10:13:00;8.518
10;10:13:30;8.278
10;10:14:00;8.179
10;10:14:30;8.260
10;10:15:00;8.416
10;10:15:30;8.607
10;10:16:00;8.723
10;10:16:30;8.786
10;10:17:00;8.777
10;10:17:30;8.728
10;10:18:00;8.719
10;10:18:30;8.727
10;10:19:00;8.733
10;10:19:30;8.689
10;10:20:00;8.672
10;10:20:30;8.737
10;10:21:00;8.827
10;10:21:30;8.917
10;10:22:00;8.983
10;10:22:30;9.063
10;10:23:00;9.179
10;10:23:30;9.335
10;10:24:00;9.509
10;10:24:30;9.682
10;10:25:00;9.786
10;10:25:30;9.898
10;10:26:00;9.961
10;10:26:30;9.994
10;10:27:00;9.899
10;10:27:30;9.679
10;10:28:00;9.427
10;10:28:30;9.183
10;10:29:00;8.976
10;10:29:30;8.743
10;10:30:00;8.535
10;10:30:30;8.329
10;10:31:00;8.199
10;10:31:30;8.139
10;10:32:00;8.159
10;10:32:30;8.201
10;10:33:00;8.270
10;10:33:30;8.345
10;10:34:00;8.372
10;10:34:30;8.336
10;10:35:00;8.198
10;10:35:30;8.025
10;10:36:00;7.809
10;10:36:30;7.574
10;10:37:00;7.369
10;10:37:30;7.301
10;10:38:00;7.431
10;10:38:30;7.590
10;10:39:00;7.678
10;10:39:30;7.691
10;10:40:00;7.680
10;10:40:30;7.593
10;10:41:00;7.425
10;10:41:30;7.209
10;10:42:00;6.950
10;10:42:30;6.608
10;10:43:00;6.148
10;10:43:30;5.683
10;10:44:00;5.296
10;10:44:30;5.055
10;10:45:00;4.847
10;10:45:30;4.702
10;10:46:00;4.645
10;10:46:30;4.718
10;10:47:00;4.842
10;10:47:30;4.961
10;10:48:00;5.025
10;10:48:30;5.014
10;10:49:00;4.948
10;10:49:30;4.895
10;10:50:00;4.832
10;10:50:30;4.808
10;10:51:00;4.819
10;10:51:30;4.891
10;10:52:00;4.875
10;10:52:30;4.815
10;10:53:00;4.786
10;10:53:30;5.006
10;10:54:00;5.341
10;10:54:30;5.714
10;10:55:00;6.042
10;10:55:30;6.407
10;10:56:00;6.700
10;10:56:30;6.805
10;10:57:00;6.683
10;10:57:30;6.503
10;10:58:00;6.309
10;10:58:30;6.209
10;10:59:00;6.089
10;10:59:30;6.066
10;11:00:00;6.094
10;11:00:30;6.307
10;11:01:00;6.576
10;11:01:30;6.821
10;11:02:00;6.975
10;11:02:30;7.146
10;11:03:00;7.421
10;11:03:30;7.784
10;11:04:00;8.129
10;11:04:30;8.419
10;11:05:00;8.626
10;11:05:30;8.700
10;11:06:00;8.644
10;11:06:30;8.569
10;11:07:00;8.629
10;11:07:30;8.862
10;11:08:00;9.130
10;11:08:30;9.355
10;11:09:00;9.418
10;11:09:30;9.528
10;11:10:00;9.742
10;11:10:30;10.138
10;11:11:00;10.536
10;11:11:30;10.826
10;11:12:00;10.984
10;11:12:30;11.092
10;11:13:00;11.183
10;11:13:30;11.271
10;11:14:00;11.316
10;11:14:30;11.313
10;11:15:00;11.296
10;11:15:30;11.314
10;11:16:00;11.405
10;11:16:30;11.541
10;11:17:00;11.693
10;11:17:30;11.818
10;11:18:00;11.857
10;11:18:30;11.855
10;11:19:00;11.864
10;11:19:30;11.953
10;11:20:00;12.048
10;11:20:30;12.099
10;11:21:00;12.017
10;11:21:30;11.795
10;11:22:00;11.531
10;11:22:30;11.359
10;11:23:00;11.335
10;11:23:30;11.304
10;11:24:00;11.183
10;11:24:30;10.949
10;11:25:00;10.736
10;11:25:30;10.585
10;11:26:00;10.486
10;11:26:30;10.382
10;11:27:00;10.331
10;11:27:30;10.359
10;11:28:00;10.482
10;11:28:30;10.584
10;11:29:00;10.621
10;11:29:30;10.570
10;11:30:00;10.362
10;11:30:30;10.037
10;11:31:00;9.602
10;11:31:30;9.209
10;11:32:00;8.957
10;11:32:30;8.982
10;11:33:00;9.264
10;11:33:30;9.615
10;11:34:00;10.051
10;11:34:30;10.378
10;11:35:00;10.378
10;11:35:30;10.378
10;11:36:00;10.378
10;10:18:00;10.766
10;10:18:30;10.766
10;10:19:00;10.766
10;10:19:30;10.766
10;10:20:00;10.766
10;10:20:30;10.493
10;10:21:00;10.424
10;10:21:30;10.469
10;10:22:00;10.535
10;10:22:30;10.443
10;10:23:00;10.205
10;10:23:30;9.817
10;10:24:00;9.519
10;10:24:30;9.341
10;10:25:00;9.318
10;10:25:30;9.337
10;10:26:00;9.385
10;10:26:30;9.374
10;10:27:00;9.216
10;10:27:30;8.878
10;10:28:00;8.382
10;10:28:30;7.835
10;10:29:00;7.415
10;10:29:30;7.266
10;10:30:00;7.319
10;10:30:30;7.399
10;10:31:00;7.401
10;10:31:30;7.346
10;10:32:00;7.210
10;10:32:30;6.885
10;10:33:00;6.545
10;10:33:30;6.324
10;10:34:00;6.384
10;10:34:30;6.592
10;10:35:00;6.848
10;10:35:30;7.057
10;10:36:00;7.192
10;10:36:30;7.240
10;10:37:00;7.247
10;10:37:30;7.220
10;10:38:00;7.212
10;10:38:30;7.259
10;10:39:00;7.418
10;10:39:30;7.631
10;10:40:00;7.705
10;10:40:30;7.637
10;10:41:00;7.541
10;10:41:30;7.501
10;10:42:00;7.501
10;10:42:30;7.573
10;10:43:00;7.790
10;10:43:30;8.063
10;10:44:00;8.238
10;10:44:30;8.262
10;10:45:00;8.230
10;10:45:30;8.190
10;10:46:00;8.151
10;10:46:30;8.042
10;10:47:00;7.905
10;10:47:30;7.735
10;10:48:00;7.614
10;10:48:30;7.542
10;10:49:00;7.512
10;10:49:30;7.512
10;10:50:00;7.455
10;10:50:30;7.420
10;10:51:00;7.423
10;10:51:30;7.476
10;10:52:00;7.538
10;10:52:30;7.538
10;10:53:00;7.426
10;10:53:30;7.234
10;10:54:00;6.982
10;10:54:30;6.766
10;10:55:00;6.551
10;10:55:30;6.333
10;10:56:00;6.090
10;10:56:30;5.841
10;10:57:00;5.693
10;10:57:30;5.709
10;10:58:00;5.875
10;10:58:30;6.107
10;10:59:00;6.325
10;10:59:30;6.465
10;11:00:00;6.516
10;11:00:30;6.555
10;11:01:00;6.620
10;11:01:30;6.663
10;11:02:00;6.625
10;11:02:30;6.487
10;11:03:00;6.338
10;11:03:30;6.289
10;11:04:00;6.387
10;11:04:30;6.589
10;11:05:00;6.799
10;11:05:30;6.942
10;11:06:00;6.949
10;11:06:30;6.852
10;11:07:00;6.739
10;11:07:30;6.693
10;11:08:00;6.602
10;11:08:30;6.505
10;11:09:00;6.438
10;11:09:30;6.522
10;11:10:00;6.705
10;11:10:30;6.915
10;11:11:00;7.060
10;11:11:30;7.144
10;11:12:00;7.193
10;11:12:30;7.283
10;11:13:00;7.391
10;11:13:30;7.482
10;11:14:00;7.495
10;11:14:30;7.384
10;11:15:00;7.233
10;11:15:30;7.113
10;11:16:00;7.097
10;11:16:30;7.198
10;11:17:00;7.420
10;11:17:30;7.660
10;11:18:00;7.822
10;11:18:30;7.918
10;11:19:00;7.897
10;11:19:30;7.750
10;11:20:00;7.439
10;11:20:30;7.167
10;11:21:00;6.982
10;11:21:30;6.895
10;11:22:00;6.828
10;11:22:30;6.796
10;11:23:00;6.747
10;11:23:30;6.681
10;11:24:00;6.603
10;11:24:30;6.569
10;11:25:00;6.590
10;11:25:30;6.636
10;11:26:00;6.669
10;11:26:30;6.746
10;11:27:00;6.888
10;11:27:30;7.083
10;11:28:00;7.206
10;11:28:30;7.240
10;11:29:00;7.179
10;11:29:30;7.075
10;11:30:00;6.954
10;11:30:30;6.815
10;11:31:00;6.616
10;11:31:30;6.391
10;11:32:00;6.198
10;11:32:30;6.095
10;11:33:00;6.068
10;11:33:30;6.125
10;11:34:00;6.251
10;11:34:30;6.429
10;11:35:00;6.605
10;11:35:30;6.718
10;11:36:00;6.767
10;11:36:30;6.754
10;11:37:00;6.677
10;11:37:30;6.555
10;11:38:00;6.381
10;11:38:30;6.270
10;11:39:00;6.228
10;11:39:30;6.275
10;11:40:00;6.373
10;11:40:30;6.496
10;11:41:00;6.686
10;11:41:30;6.925
10;11:42:00;7.185
10;11:42:30;7.441
10;11:43:00;7.680
10;11:43:30;7.898
10;11:44:00;8.079
10;11:44:30;8.222
10;11:45:00;8.334
10;11:45:30;8.431
10;11:46:00;8.557
10;11:46:30;8.683
10;11:47:00;8.803
10;11:47:30;8.898
10;11:48:00;8.951
10;11:48:30;8.960
10;11:49:00;8.943
10;11:49:30;8.917
10;11:50:00;8.921
10;11:50:30;8.946
10;11:51:00;8.976
10;11:51:30;8.947
10;11:52:00;8.867
10;11:52:30;8.811
10;11:53:00;8.714
10;11:53:30;8.573
10;11:54:00;8.362
10;11:54:30;8.181
10;11:55:00;8.054
10;11:55:30;8.048
10;11:56:00;8.170
10;11:56:30;8.400
10;11:57:00;8.570
10;11:57:30;8.707
10;11:58:00;8.831
10;11:58:30;9.051
10;11:59:00;9.294
10;11:59:30;9.495
10;12:00:00;9.576
10;12:00:30;9.553
10;12:01:00;9.565
10;12:01:30;9.739
10;12:02:00;10.028
10;12:02:30;10.340
10;12:03:00;10.532
10;12:03:30;10.756
10;12:04:00;10.968
10;12:04:30;11.210
10;12:05:00;11.337
10;12:05:30;11.414
10;12:06:00;11.491
10;12:06:30;11.566
10;12:07:00;11.520
10;12:07:30;11.509
10;12:08:00;11.530
10;12:08:30;11.659
10;12:09:00;11.721
10;12:09:30;11.767
10;12:10:00;11.807
10;12:10:30;11.911
10;12:11:00;12.146
10;12:11:30;12.438
10;12:12:00;12.723
10;12:12:30;12.979
10;12:13:00;13.275
10;12:13:30;13.673
10;12:14:00;14.046
10;12:14:30;14.299
10;12:15:00;14.497
10;12:15:30;14.765
10;12:16:00;15.111
10;12:16:30;15.348
10;12:17:00;15.458
10;12:17:30;15.587
10;12:18:00;15.688
10;12:18:30;15.646
10;12:19:00;15.373
10;12:19:30;15.057
10;12:20:00;14.848
10;12:20:30;14.797
10;12:21:00;14.798
10;12:21:30;14.687
10;12:22:00;14.442
10;12:22:30;14.069
10;12:23:00;13.655
10;12:23:30;13.127
10;12:24:00;12.560
10;12:24:30;12.028
10;12:25:00;11.777
10;12:25:30;11.753
10;12:26:00;11.936
10;12:26:30;12.212
10;12:27:00;12.696
10;12:27:30;13.388
10;12:28:00;14.188
10;12:28:30;15.051
10;12:29:00;15.987
10;12:29:30;16.922
10;12:30:00;17.706
10;12:30:30;18.055
10;12:31:00;17.996
10;12:31:30;17.682
10;12:32:00;17.426
10;12:32:30;17.379
10;12:33:00;17.630
10;12:33:30;18.136
10;12:34:00;18.867
10;12:34:30;19.636
10;12:35:00;19.636
10;12:35:30;19.636
10;12:36:00;19.636
10;10:18:00;18.774
10;10:18:30;18.774
10;10:19:00;18.774
10;10:19:30;18.774
10;10:20:00;18.774
10;10:20:30;18.273
10;10:21:00;17.659
10;10:21:30;17.177
10;10:22:00;16.903
10;10:22:30;16.749
10;10:23:00;16.754
10;10:23:30;17.009
10;10:24:00;17.481
10;10:24:30;17.948
10;10:25:00;18.316
10;10:25:30;18.434
10;10:26:00;18.341
10;10:26:30;18.039
10;10:27:00;17.708
10;10:27:30;17.634
10;10:28:00;17.934
10;10:28:30;18.497
10;10:29:00;19.004
10;10:29:30;19.346
10;10:30:00;19.553
10;10:30:30;19.675
10;10:31:00;19.804
10;10:31:30;19.775
10;10:32:00;19.554
10;10:32:30;19.139
10;10:33:00;18.624
10;10:33:30;18.065
10;10:34:00;17.407
10;10:34:30;16.746
10;10:35:00;16.163
10;10:35:30;15.651
10;10:36:00;15.206
10;10:36:30;14.889
10;10:37:00;14.792
10;10:37:30;14.856
10;10:38:00;14.795
10;10:38:30;14.472
10;10:39:00;13.907
10;10:39:30;13.280
10;10:40:00;12.636
10;10:40:30;11.978
10;10:41:00;11.383
10;10:41:30;10.889
10;10:42:00;10.588
10;10:42:30;10.479
10;10:43:00;10.523
10;10:43:30;10.605
10;10:44:00;10.623
10;10:44:30;10.508
10;10:45:00;10.289
10;10:45:30;10.037
10;10:46:00;9.839
10;10:46:30;9.785
10;10:47:00;9.823
10;10:47:30;9.896
10;10:48:00;9.829
10;10:48:30;9.693
10;10:49:00;9.570
10;10:49:30;9.556
10;10:50:00;9.642
10;10:50:30;9.835
10;10:51:00;10.087
10;10:51:30;10.364
10;10:52:00;10.707
10;10:52:30;11.091
10;10:53:00;11.453
10;10:53:30;11.665
10;10:54:00;11.745
10;10:54:30;11.718
10;10:55:00;11.690
10;10:55:30;11.655
10;10:56:00;11.605
10;10:56:30;11.614
10;10:57:00;11.690
10;10:57:30;11.820
10;10:58:00;11.877
10;10:58:30;11.893
10;10:59:00;11.824
10;10:59:30;11.694
10;11:00:00;11.507
10;11:00:30;11.297
10;11:01:00;11.050
10;11:01:30;10.891
10;11:02:00;10.877
10;11:02:30;10.903
10;11:03:00;10.832
10;11:03:30;10.660
10;11:04:00;10.499
10;11:04:30;10.452
10;11:05:00;10.522
10;11:05:30;10.677
10;11:06:00;10.796
10;11:06:30;10.882
10;11:07:00;10.900
10;11:07:30;10.905
10;11:08:00;10.879
10;11:08:30;10.893
10;11:09:00;10.993
10;11:09:30;11.228
10;11:10:00;11.492
10;11:10:30;11.690
10;11:11:00;11.731
10;11:11:30;11.724
10;11:12:00;11.566
10;11:12:30;11.312
10;11:13:00;10.987
10;11:13:30;10.766
10;11:14:00;10.596
10;11:14:30;10.469
10;11:15:00;10.278
10;11:15:30;10.041
10;11:16:00;9.714
10;11:16:30;9.445
10;11:17:00;9.298
10;11:17:30;9.271
10;11:18:00;9.257
10;11:18:30;9.159
10;11:19:00;8.949
10;11:19:30;8.665
10;11:20:00;8.369
10;11:20:30;8.171
10;11:21:00;8.043
10;11:21:30;8.079
10;11:22:00;8.237
10;11:22:30;8.537
10;11:23:00;8.826
10;11:23:30;9.021
10;11:24:00;9.089
10;11:24:30;9.156
10;11:25:00;9.237
10;11:25:30;9.382
10;11:26:00;9.510
10;11:26:30;9.665
10;11:27:00;9.774
10;11:27:30;9.820
10;11:28:00;9.830
10;11:28:30;9.848
10;11:29:00;9.911
10;11:29:30;10.045
10;11:30:00;10.209
10;11:30:30;10.312
10;11:31:00;10.246
10;11:31:30;10.134
10;11:32:00;10.039
10;11:32:30;9.923
10;11:33:00;9.709
10;11:33:30;9.395
10;11:34:00;9.096
10;11:34:30;8.834
10;11:35:00;8.605
10;11:35:30;8.366
10;11:36:00;8.129
10;11:36:30;8.005
10;11:37:00;8.075
10;11:37:30;8.325
10;11:38:00;8.584
10;11:38:30;8.722
10;11:39:00;8.707
10;11:39:30;8.633
10;11:40:00;8.525
10;11:40:30;8.421
10;11:41:00;8.389
10;11:41:30;8.531
10;11:42:00;8.799
10;11:42:30;9.076
10;11:43:00;9.263
10;11:43:30;9.308
10;11:44:00;9.291
10;11:44:30;9.272
10;11:45:00;9.320
10;11:45:30;9.393
10;11:46:00;9.522
10;11:46:30;9.657
10;11:47:00;9.688
10;11:47:30;9.483
10;11:48:00;9.093
10;11:48:30;8.681
10;11:49:00;8.348
10;11:49:30;8.078
10;11:50:00;7.824
10;11:50:30;7.584
10;11:51:00;7.359
10;11:51:30;7.150
10;11:52:00;6.928
10;11:52:30;6.688
10;11:53:00;6.491
10;11:53:30;6.435
10;11:54:00;6.620
10;11:54:30;6.931
10;11:55:00;7.212
10;11:55:30;7.350
10;11:56:00;7.407
10;11:56:30;7.443
10;11:57:00;7.520
10;11:57:30;7.731
10;11:58:00;8.070
10;11:58:30;8.494
10;11:59:00;8.893
10;11:59:30;9.236
10;12:00:00;9.565
10;12:00:30;9.847
10;12:01:00;10.147
10;12:01:30;10.450
10;12:02:00;10.725
10;12:02:30;10.954
10;12:03:00;11.104
10;12:03:30;11.141
10;12:04:00;11.056
10;12:04:30;10.895
10;12:05:00;10.729
10;12:05:30;10.653
10;12:06:00;10.692
10;12:06:30;10.817
10;12:07:00;10.912
10;12:07:30;10.921
10;12:08:00;10.818
10;12:08:30;10.654
10;12:09:00;10.487
10;12:09:30;10.353
10;12:10:00;10.277
10;12:10:30;10.250
10;12:11:00;10.334
10;12:11:30;10.433
10;12:12:00;10.512
10;12:12:30;10.524
10;12:13:00;10.428
10;12:13:30;10.224
10;12:14:00;9.975
10;12:14:30;9.803
10;12:15:00;9.687
10;12:15:30;9.603
10;12:16:00;9.497
10;12:16:30;9.410
10;12:17:00;9.299
10;12:17:30;9.211
10;12:18:00;9.134
10;12:18:30;9.052
10;12:19:00;8.928
10;12:19:30;8.726
10;12:20:00;8.489
10;12:20:30;8.267
10;12:21:00;8.044
10;12:21:30;7.768
10;12:22:00;7.415
10;12:22:30;7.040
10;12:23:00;6.778
10;12:23:30;6.704
10;12:24:00;6.825
10;12:24:30;7.035
10;12:25:00;7.186
10;12:25:30;7.216
10;12:26:00;7.181
10;12:26:30;7.095
10;12:27:00;6.897
10;12:27:30;6.591
10;12:28:00;6.289
10;12:28:30;6.101
10;12:29:00;6.024
10;12:29:30;5.960
10;12:30:00;5.894
10;12:30:30;5.815
10;12:31:00;5.802
10;12:31:30;5.846
10;12:32:00;5.890
10;12:32:30;5.917
10;12:33:00;5.925
10;12:33:30;5.884
10;12:34:00;5.736
10;12:34:30;5.466
10;12:35:00;5.205
10;12:35:30;5.019
10;12:36:00;4.967
10;12:36:30;4.979
10;12:37:00;5.042
10;12:37:30;5.161
10;12:38:00;5.266
10;12:38:30;5.224
10;12:39:00;5.004
10;12:39:30;4.774
10;12:40:00;4.712
10;12:40:30;4.756
10;12:41:00;4.780
10;12:41:30;4.594
10;12:42:00;4.300
10;12:42:30;4.013
10;12:43:00;3.929
10;12:43:30;3.940
10;12:44:00;3.951
10;12:44:30;3.888
10;12:45:00;3.887
10;12:45:30;3.987
10;12:46:00;4.230
10;12:46:30;4.596
10;12:47:00;5.083
10;12:47:30;5.580
10;12:48:00;6.008
10;12:48:30;6.403
10;12:49:00;6.897
10;12:49:30;7.555
10;12:50:00;8.183
10;12:50:30;8.677
10;12:51:00;8.953
10;12:51:30;9.082
10;12:52:00;9.092
10;12:52:30;9.077
10;12:53:00;9.122
10;12:53:30;9.200
10;12:54:00;9.260
10;12:54:30;9.295
10;12:55:00;9.256
10;12:55:30;9.033
10;12:56:00;8.518
10;12:56:30;7.832
10;12:57:00;7.147
10;12:57:30;6.627
10;12:58:00;6.301
10;12:58:30;6.057
10;12:59:00;5.819
10;12:59:30;5.486
10;13:00:00;5.089
10;13:00:30;4.737
10;13:01:00;4.531
10;13:01:30;4.511
10;13:02:00;4.665
10;13:02:30;5.014
10;13:03:00;5.457
10;13:03:30;5.841
10;13:04:00;6.184
10;13:04:30;6.265
10;13:05:00;6.265
10;13:05:30;6.265
10;13:06:00;6.265
10;11:28:00;20.730
10;11:28:30;20.730
10;11:29:00;20.730
10;11:29:30;20.730
10;11:30:00;20.730
10;11:30:30;21.080
10;11:31:00;21.014
10;11:31:30;20.791
10;11:32:00;20.563
10;11:32:30;20.387
10;11:33:00;20.252
10;11:33:30;20.072
10;11:34:00;19.886
10;11:34:30;19.781
10;11:35:00;19.853
10;11:35:30;20.042
10;11:36:00;20.178
10;11:36:30;20.343
10;11:37:00;20.488
10;11:37:30;20.636
10;11:38:00;20.649
10;11:38:30;20.609
10;11:39:00;20.526
10;11:39:30;20.421
10;11:40:00;20.331
10;11:40:30;20.211
10;11:41:00;20.072
10;11:41:30;19.856
10;11:42:00;19.630
10;11:42:30;19.401
10;11:43:00;19.317
10;11:43:30;19.338
10;11:44:00;19.460
10;11:44:30;19.563
10;11:45:00;19.593
10;11:45:30;19.553
10;11:46:00;19.469
10;11:46:30;19.338
10;11:47:00;19.130
10;11:47:30;18.915
10;11:48:00;18.753
10;11:48:30;18.589
10;11:49:00;18.372
10;11:49:30;18.165
10;11:50:00;18.016
10;11:50:30;17.951
10;11:51:00;17.957
10;11:51:30;18.028
10;11:52:00;18.106
10;11:52:30;18.163
10;11:53:00;18.201
10;11:53:30;18.150
10;11:54:00;18.028
10;11:54:30;17.859
10;11:55:00;17.655
10;11:55:30;17.411
10;11:56:00;17.174
10;11:56:30;17.066
10;11:57:00;17.116
10;11:57:30;17.214
10;11:58:00;17.239
10;11:58:30;17.162
10;11:59:00;17.073
10;11:59:30;16.976
10;12:00:00;16.847
10;12:00:30;16.660
10;12:01:00;16.476
10;12:01:30;16.341
10;12:02:00;16.265
10;12:02:30;16.249
10;12:03:00;16.208
10;12:03:30;16.134
10;12:04:00;16.036
10;12:04:30;15.958
10;12:05:00;15.911
10;12:05:30;15.936
10;12:06:00;16.019
10;12:06:30;16.055
10;12:07:00;15.925
10;12:07:30;15.702
10;12:08:00;15.484
10;12:08:30;15.268
10;12:09:00;15.031
10;12:09:30;14.798
10;12:10:00;14.677
10;12:10:30;14.600
10;12:11:00;14.533
10;12:11:30;14.426
10;12:12:00;14.321
10;12:12:30;14.185
10;12:13:00;14.031
10;12:13:30;13.873
10;12:14:00;13.721
10;12:14:30;13.594
10;12:15:00;13.490
10;12:15:30;13.409
10;12:16:00;13.307
10;12:16:30;13.165
10;12:17:00;13.016
10;12:17:30;12.877
10;12:18:00;12.711
10;12:18:30;12.510
10;12:19:00;12.347
10;12:19:30;12.240
10;12:20:00;12.163
10;12:20:30;12.034
10;12:21:00;11.871
10;12:21:30;11.730
10;12:22:00;11.557
10;12:22:30;11.325
10;12:23:00;11.017
10;12:23:30;10.687
10;12:24:00;10.414
10;12:24:30;10.201
10;12:25:00;10.029
10;12:25:30;9.878
10;12:26:00;9.740
10;12:26:30;9.647
10;12:27:00;9.632
10;12:27:30;9.707
10;12:28:00;9.846
10;12:28:30;9.975
10;12:29:00;10.098
10;12:29:30;10.240
10;12:30:00;10.367
10;12:30:30;10.467
10;12:31:00;10.534
10;12:31:30;10.584
10;12:32:00;10.579
10;12:32:30;10.529
10;12:33:00;10.455
10;12:33:30;10.427
10;12:34:00;10.413
10;12:34:30;10.359
10;12:35:00;10.178
10;12:35:30;9.890
10;12:36:00;9.599
10;12:36:30;9.313
10;12:37:00;9.031
10;12:37:30;8.706
10;12:38:00;8.362
10;12:38:30;8.064
10;12:39:00;7.880
10;12:39:30;7.735
10;12:40:00;7.507
10;12:40:30;7.189
10;12:41:00;6.844
10;12:41:30;6.543
10;12:42:00;6.270
10;12:42:30;6.066
10;12:43:00;5.993
10;12:43:30;6.027
10;12:44:00;6.094
10;12:44:30;6.148
10;12:45:00;6.179
10;12:45:30;6.237
10;12:46:00;6.279
10;12:46:30;6.237
10;12:47:00;6.160
10;12:47:30;6.067
10;12:48:00;6.014
10;12:48:30;5.971
10;12:49:00;5.919
10;12:49:30;5.822
10;12:50:00;5.652
10;12:50:30;5.508
10;12:51:00;5.472
10;12:51:30;5.516
10;12:52:00;5.541
10;12:52:30;5.578
10;12:53:00;5.655
10;12:53:30;5.784
10;12:54:00;5.891
10;12:54:30;5.947
10;12:55:00;5.954
10;12:55:30;5.946
10;12:56:00;6.011
10;12:56:30;6.157
10;12:57:00;6.357
10;12:57:30;6.545
10;12:58:00;6.716
10;12:58:30;6.838
10;12:59:00;6.887
10;12:59:30;6.856
10;13:00:00;6.817
10;13:00:30;6.863
10;13:01:00;6.949
10;13:01:30;6.967
10;13:02:00;6.897
10;13:02:30;6.766
10;13:03:00;6.588
10;13:03:30;6.342
10;13:04:00;6.014
10;13:04:30;5.735
10;13:05:00;5.545
10;13:05:30;5.491
10;13:06:00;5.497
10;13:06:30;5.478
10;13:07:00;5.452
10;13:07:30;5.434
10;13:08:00;5.444
10;13:08:30;5.444
10;13:09:00;5.491
10;13:09:30;5.596
10;13:10:00;5.761
10;13:10:30;5.912
10;13:11:00;6.006
10;13:11:30;6.076
10;13:12:00;6.212
10;13:12:30;6.450
10;13:13:00;6.789
10;13:13:30;7.157
10;13:14:00;7.533
10;13:14:30;7.881
10;13:15:00;8.142
10;13:15:30;8.274
10;13:16:00;8.307
10;13:16:30;8.320
10;13:17:00;8.398
10;13:17:30;8.478
10;13:18:00;8.507
10;13:18:30;8.465
10;13:19:00;8.450
10;13:19:30;8.483
10;13:20:00;8.590
10;13:20:30;8.697
10;13:21:00;8.780
10;13:21:30;8.857
10;13:22:00;8.930
10;13:22:30;8.965
10;13:23:00;8.886
10;13:23:30;8.697
10;13:24:00;8.452
10;13:24:30;8.187
10;13:25:00;7.966
10;13:25:30;7.774
10;13:26:00;7.663
10;13:26:30;7.576
10;13:27:00;7.550
10;13:27:30;7.525
10;13:28:00;7.568
10;13:28:30;7.661
10;13:29:00;7.803
10;13:29:30;7.880
10;13:30:00;7.854
10;13:30:30;7.740
10;13:31:00;7.628
10;13:31:30;7.545
10;13:32:00;7.421
10;13:32:30;7.226
10;13:33:00;7.016
10;13:33:30;6.895
10;13:34:00;6.892
10;13:34:30;7.008
10;13:35:00;7.174
10;13:35:30;7.332
10;13:36:00;7.472
10;13:36:30;7.636
10;13:37:00;7.828
10;13:37:30;7.978
10;13:38:00;8.053
10;13:38:30;8.007
10;13:39:00;7.905
10;13:39:30;7.769
10;13:40:00;7.664
10;13:40:30;7.591
10;13:41:00;7.519
10;13:41:30;7.400
10;13:42:00;7.264
10;13:42:30;7.247
10;13:43:00;7.402
10;13:43:30;7.635
10;13:44:00;7.822
10;13:44:30;7.910
10;13:45:00;7.898
10;13:45:30;7.865
10;13:46:00;7.864
10;13:46:30;7.921
10;13:47:00;7.914
10;13:47:30;7.839
10;13:48:00;7.704
10;13:48:30;7.546
10;13:49:00;7.392
10;13:49:30;7.269
10;13:50:00;7.200
10;13:50:30;7.206
10;13:51:00;7.245
10;13:51:30;7.314
10;13:52:00;7.399
10;13:52:30;7.474
10;13:53:00;7.486
10;13:53:30;7.408
10;13:54:00;7.279
10;13:54:30;7.202
10;13:55:00;7.177
10;13:55:30;7.188
10;13:56:00;7.123
10;13:56:30;6.994
10;13:57:00;6.822
10;13:57:30;6.672
10;13:58:00;6.529
10;13:58:30;6.404
10;13:59:00;6.305
10;13:59:30;6.258
10;14:00:00;6.248
10;14:00:30;6.301
10;14:01:00;6.345
10;14:01:30;6.405
10;14:02:00;6.466
10;14:02:30;6.563
10;14:03:00;6.706
10;14:03:30;6.874
10;14:04:00;7.039
10;14:04:30;7.175
10;14:05:00;7.276
10;14:05:30;7.396
10;14:06:00;7.545
10;14:06:30;7.765
10;14:07:00;8.012
